1.000000000000000000e+00,6.667544181022566629e-01,4.999932483151460771e-01,4.999891478750696505e-01,4.999908010086758225e-01,5.000043389272189609e-01,4.999872203214855149e-01
1.000000000000000000e+00,2.500272742442284368e-01,5.000025959207429205e-01,4.999969069641957420e-01,4.999897999820973049e-01,5.000044889835723039e-01,4.999828519864042420e-01
9.166465952487991009e-01,5.458013452171608382e-01,5.000711548636865844e-01,5.000015246942900449e-01,4.999932745536436740e-01,5.000032410769190694e-01,4.999735734490955430e-01
8.336054011684745912e-01,8.993169374172861330e-01,5.000015223840127421e-01,4.999968760883940488e-01,4.999917148566369041e-01,5.000089550485236067e-01,4.999776414366547961e-01
3.335592207202219273e-01,7.495535136010487154e-01,4.999912277592673537e-01,5.000065290387585293e-01,4.999926802469373821e-01,5.000033242577248682e-01,4.999863628839152918e-01
3.335592207202219273e-01,1.000000000000000000e+00,4.999912277592673537e-01,5.000058249506329489e-01,4.999926289564862736e-01,5.000033242577248682e-01,4.999862709755028556e-01
6.667099334078171458e-01,1.247865630732001851e-01,4.999919768662089425e-01,5.000066529945185190e-01,4.999932572952416332e-01,5.000033013534844750e-01,4.999829858518598513e-01
5.830544025403514574e-01,1.427748464825728814e-01,5.000710576926684636e-01,4.999983211459695376e-01,4.999925028993444376e-01,5.000044235361994494e-01,4.999743485734025605e-01
1.000000000000000000e+00,4.159269581940160387e-01,4.999975811639092993e-01,5.000013927067343822e-01,4.999917852480877944e-01,5.000060558635444075e-01,4.999778174757373295e-01
1.000000000000000000e+00,8.253750970611366256e-02,5.000005586819675774e-01,5.000065723632448611e-01,4.999925904628328421e-01,5.000034498756813495e-01,4.999741518089830805e-01
8.331824359864749008e-01,8.000387910667566826e-01,5.000003533377108678e-01,5.000034041611950419e-01,4.999796586748116445e-01,5.000045715870149454e-01,4.999842673650008451e-01
9.999999999999998890e-01,7.505042433905818600e-01,5.000023486460344335e-01,5.000026483190762594e-01,4.999935067101097252e-01,5.000032227508131033e-01,4.999828754508658935e-01
3.346584406085323371e-01,5.004813982417688489e-01,5.000710989194595557e-01,5.000038386982772476e-01,4.999941154372119501e-01,5.000047124842524893e-01,4.999751804159427437e-01
1.000000000000000000e+00,5.834718899313212637e-01,5.000032030618565271e-01,5.000013621462175983e-01,4.999925297878944352e-01,5.000045048572359097e-01,4.999828913050505808e-01
1.666904785646101672e-01,1.000000000000000000e+00,5.000730022216183235e-01,5.000015824399796083e-01,4.999786848259398231e-01,5.000042898754516463e-01,4.999846196453944236e-01
5.833727337987621997e-01,1.000000000000000000e+00,5.000015007696454461e-01,4.999950118081400996e-01,4.999935090744286326e-01,5.000073857899282048e-01,4.999864466805293284e-01
9.162303001469754848e-01,7.272436024185081616e-01,5.000762198728968544e-01,5.000050130281739058e-01,4.999941293505229534e-01,5.000031704453031800e-01,4.999863125615233717e-01
6.676068894099823625e-01,3.749626021217185023e-01,5.000711286762099528e-01,5.000026418279472917e-01,4.999932505021598694e-01,5.000046944580021080e-01,4.999844192476815552e-01
8.334733563098170039e-01,5.000166329399227116e-01,5.000702288389121675e-01,5.000034475359310671e-01,4.999938307154050410e-01,5.000034832746422797e-01,4.999864105604103215e-01
8.337275096303214950e-01,6.001800525784710683e-01,5.000702649781681997e-01,5.000036475585160067e-01,4.999937410314768127e-01,5.000060433520382430e-01,4.999839876811409956e-01
0.000000000000000000e+00,8.066950161285600940e-01,4.999953436067312018e-01,5.000032514027450414e-01,4.999926098817477627e-01,5.000066398635676368e-01,4.999863919885372820e-01
9.166465952487991009e-01,4.544999279388609037e-01,5.000029769572993388e-01,5.000013942741494688e-01,4.999923448084784283e-01,5.000032259926916467e-01,4.999858680208673634e-01
7.498367074130544152e-01,1.111454990765545769e-01,5.000018291129205705e-01,5.000072530880781407e-01,4.999780673772743489e-01,5.000048010099350515e-01,4.999736837881132434e-01
5.833376383932900033e-01,2.863779028137884430e-01,5.000035830481669441e-01,5.000011358569167452e-01,4.999940617613324867e-01,5.000045074597422312e-01,4.999792489241207116e-01
6.668712837157970696e-01,6.245731026713546852e-01,4.999877692667543116e-01,5.000061881667242636e-01,4.999939541648699692e-01,5.000033586390120188e-01,4.999743305864040033e-01
4.169540417515530395e-01,0.000000000000000000e+00,4.999940507519075039e-01,5.000010356894547536e-01,4.999931767579150477e-01,5.000046890455361881e-01,4.999864398844907631e-01
9.168763977365742557e-01,9.089468778740151800e-01,5.000711785472931048e-01,4.999979453793465534e-01,4.999928744768598610e-01,5.000044475330401861e-01,4.999863379492285875e-01
9.167551971782365028e-01,8.183215169862011473e-01,5.000717153556214489e-01,4.999983383781635427e-01,4.999907817848404101e-01,5.000087320107295952e-01,4.999835556765686584e-01
2.499392726867097902e-01,1.000000000000000000e+00,5.000693706323564580e-01,5.000019901779876319e-01,4.999919399594136560e-01,5.000029943689944245e-01,4.999848380533545855e-01
7.498434411023379154e-01,4.448636255646344906e-01,4.999945592086434409e-01,5.000065558576424207e-01,4.999792896933071829e-01,5.000088142068969121e-01,4.999684823269042733e-01
2.499392726867097902e-01,6.670617257073692130e-01,5.000693706323564580e-01,5.000019901779876319e-01,4.999919399594136560e-01,5.000043467705512779e-01,4.999848380533545855e-01
8.334692931113080183e-01,3.000614957355453027e-01,4.999949068576843847e-01,5.000048881425096514e-01,4.999806611324303929e-01,5.000033912910984979e-01,4.999864195765305608e-01
6.669593471606667379e-01,8.745560715156731613e-01,5.000711938571770210e-01,5.000014489004511731e-01,4.999918040684963039e-01,5.000043301914530725e-01,4.999702463180289436e-01
9.166415565314925962e-01,1.817217224919724927e-01,5.000031957261030779e-01,5.000036268334328016e-01,4.999937383625092102e-01,5.000061371346340433e-01,4.999833552827767646e-01
8.332155568612540364e-01,1.999555484723853638e-01,5.000001152110166158e-01,5.000071614842629408e-01,4.999941257575412634e-01,5.000044445079420141e-01,4.999864081050320319e-01
4.173808085477680452e-01,7.995757810856273240e-01,5.000715520775992351e-01,4.999984735450114237e-01,4.999932527135766414e-01,5.000043862220840962e-01,4.999762434590825921e-01
4.169540417515530950e-01,1.000000000000000000e+00,4.999940507407812373e-01,5.000033507923836718e-01,4.999931767339937938e-01,5.000060823337026950e-01,4.999863718349675801e-01
9.999999999999998890e-01,1.666982637284760704e-01,4.999954405666682811e-01,5.000031788300050017e-01,4.999911768538953249e-01,5.000097497006318337e-01,4.999864691254207183e-01
8.332952912372671994e-01,3.999070193207147628e-01,4.999991169173088612e-01,5.000021392778921658e-01,4.999933663515909177e-01,5.000042268606504914e-01,4.999851569549542130e-01
4.994666550354762702e-01,6.677490631452499548e-01,5.000768054274793428e-01,5.000043723240835680e-01,4.999911853603573042e-01,5.000033111008720388e-01,4.999803719980670524e-01
1.000000000000000000e+00,4.994761775555027206e-01,5.000027780789519927e-01,5.000014027351009638e-01,4.999925297878944352e-01,5.000047109622954844e-01,4.999828913050505808e-01
4.991399269509974035e-01,1.648668802537922862e-01,5.000712521908112773e-01,5.000050155156697818e-01,4.999939888911092978e-01,5.000036802242076028e-01,4.999846669598563276e-01
9.167551040024524145e-01,6.362739565119416296e-01,5.000692020698468410e-01,5.000019613621381476e-01,4.999912073152547043e-01,5.000033235076773996e-01,4.999834669687763244e-01
5.828392767761111370e-01,8.572311634456479812e-01,5.000014813984320350e-01,4.999947333493975909e-01,4.999934671710073442e-01,5.000060437189596252e-01,4.999834173741509180e-01
5.831832224978689139e-01,7.166815788235704199e-01,4.999987668123855311e-01,5.000031768816822764e-01,4.999805215982895401e-01,5.000401361927035992e-01,4.999709831994530451e-01
8.320957583401308866e-02,1.000000000000000000e+00,4.999996535853964419e-01,5.000063974114312693e-01,4.999921930410086146e-01,5.000033077877183985e-01,4.999848132390149469e-01
7.501249807722172314e-01,3.332359275130274412e-01,5.000707410057214641e-01,4.999976463499312684e-01,4.999817770200776779e-01,5.000034811484082020e-01,4.999850660812520387e-01
6.672942289367224111e-01,0.000000000000000000e+00,4.999925189036704687e-01,5.000032593187835328e-01,4.999941750417997155e-01,5.000044501036391420e-01,4.999876632377739383e-01
2.502152222728509234e-01,3.333006830085437633e-01,5.000028571481480721e-01,5.000040887451708826e-01,4.999916428728197193e-01,5.000032381691404959e-01,4.999861104988705951e-01
5.834324977608444929e-01,4.286169024331355493e-01,5.000000629153090737e-01,5.000073585801863008e-01,4.999940835970310138e-01,5.000067803494155916e-01,4.999863647913697084e-01
4.181953584603690377e-01,4.004032787843130325e-01,4.999963879448636184e-01,4.999967093347066349e-01,4.999936310272342088e-01,5.000044795597252678e-01,4.999862471221276916e-01
5.002344516905867788e-01,5.002632896670927698e-01,5.000017263093444742e-01,4.999979991471600327e-01,4.999929477015190304e-01,5.000033138646385877e-01,4.999864057052655353e-01
1.000000000000000000e+00,8.339508200945923155e-01,5.000709125463275173e-01,5.000019509263079476e-01,4.999919648061869060e-01,5.000044427757487364e-01,4.999792411744448106e-01
3.335194705788984693e-01,0.000000000000000000e+00,5.000701277603142314e-01,4.999957497117148431e-01,4.999924217633021084e-01,5.000032658168039879e-01,4.999772349366116142e-01
6.672942289367224111e-01,2.499497666268231943e-01,4.999925189036704687e-01,5.000032593187835328e-01,4.999941750417997155e-01,5.000044499749424221e-01,4.999874282939615888e-01
6.669354915281765495e-01,5.000660837304311546e-01,5.000708979374474117e-01,5.000012081177406253e-01,4.999876286495986144e-01,5.000058798890623102e-01,4.999795641356510334e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.999976427047030936e-01,5.000010356894547536e-01,4.999931767579150477e-01,5.000033269260643065e-01,4.999832786163532217e-01
7.501794972062049149e-01,1.000000000000000000e+00,4.999997393760782227e-01,4.999952868360072467e-01,4.999925697842341199e-01,5.000033056063319936e-01,4.999800985501670625e-01
7.498557006664240410e-01,2.227904844639467252e-01,4.999986988346162287e-01,5.000031964768529846e-01,4.999905775096495364e-01,5.000044895322152128e-01,4.999777958302472070e-01
7.498434411023379154e-01,8.903189334355320339e-01,5.000715253313205988e-01,5.000030442022380672e-01,4.999911100005601794e-01,5.000032634544839816e-01,4.999862584309675007e-01
8.334268547935965721e-01,0.000000000000000000e+00,4.999949890167517674e-01,5.000064747499315398e-01,4.999933215150562105e-01,5.000046031268033930e-01,4.999863758213312082e-01
2.499392726867097902e-01,0.000000000000000000e+00,5.000016225125731850e-01,5.000013948441119904e-01,4.999934712021149030e-01,5.000046578201322589e-01,4.999859550577123168e-01
4.164448706098141106e-01,6.014756349216356934e-01,5.000685823171032718e-01,5.000063230274235382e-01,4.999920164747389539e-01,5.000043078218807668e-01,4.999846502087056388e-01
5.002344516905867788e-01,8.332974263894268319e-01,5.000014747199148513e-01,5.000043916034995206e-01,4.999910090284238051e-01,5.000033128593801557e-01,4.999833092204694629e-01
5.835045993704430778e-01,0.000000000000000000e+00,4.999992907890588589e-01,5.000012579955306347e-01,4.999811507323701498e-01,5.000042561575547273e-01,4.999777908528162396e-01
5.002344516905867788e-01,1.000000000000000000e+00,5.000014881760588281e-01,5.000016008299521530e-01,4.999941461385627450e-01,5.000043470195797424e-01,4.999863617436711705e-01
6.673913198864500629e-01,1.000000000000000000e+00,5.000015007696454461e-01,4.999950118081400996e-01,4.999935090744286326e-01,5.000029977983186935e-01,4.999863638432984758e-01
7.498136222165657783e-01,5.565256139276415492e-01,5.000715183338282355e-01,4.999956318147439349e-01,4.999924265357448827e-01,5.000036398863234588e-01,4.999848112550673296e-01
9.168225538708224542e-01,2.726431383409920750e-01,5.000710276153967904e-01,4.999880155614892518e-01,4.999932412883101862e-01,5.000047120105894916e-01,4.999848152599357665e-01
9.169158138667723446e-01,3.631406197528254109e-01,5.000713306641919598e-01,5.000013919462110712e-01,4.999918278891369305e-01,5.000033014391107589e-01,4.999850270081084291e-01
5.835445036402336916e-01,5.711248488334554896e-01,5.000035740006948393e-01,5.000010040758374741e-01,4.999928028474678321e-01,5.000032702104781901e-01,4.999836999167409091e-01
3.330771894145294620e-01,2.489033506113721428e-01,5.000722637294058304e-01,5.000066528351855277e-01,4.999900990860626782e-01,5.000033063128592747e-01,4.999827771450852665e-01
7.501794972062049149e-01,0.000000000000000000e+00,4.999925115647217422e-01,5.000032003833199123e-01,4.999941852256379327e-01,5.000044548950889345e-01,4.999741269913924313e-01
4.998598423976885474e-01,0.000000000000000000e+00,5.000014859700405712e-01,5.000012352158978990e-01,4.999912590108331334e-01,5.000033112913180311e-01,4.999836015900078201e-01
8.320957583401308866e-02,0.000000000000000000e+00,4.999980208946612770e-01,5.000031389163483997e-01,4.999937553529177903e-01,5.000044500051824548e-01,4.999832244836179829e-01
7.502476796000602244e-01,7.779097806261173753e-01,5.000711421016925673e-01,4.999955998454785333e-01,4.999924279514356140e-01,5.000035717815107805e-01,4.999838292615338409e-01
5.005297387961396005e-01,3.327271658277557997e-01,5.000712314476132292e-01,5.000033126060831057e-01,4.999912150888257134e-01,5.000034631097117765e-01,4.999833055817678451e-01
6.665883246221471214e-01,7.505042433905818600e-01,4.999985514977072776e-01,5.000027287236571416e-01,4.999940747962595133e-01,5.000032844817867694e-01,4.999751946041366413e-01
1.000000000000000000e+00,1.000000000000000000e+00,4.999995982539660044e-01,5.000050957565991272e-01,4.999941043204824687e-01,5.000039132576674650e-01,4.999851462976407368e-01
9.167515047633832959e-01,1.000000000000000000e+00,4.999874530712613563e-01,5.000055752850143254e-01,4.999939463860457733e-01,5.000033067344191728e-01,4.999741930326739858e-01
8.331834436778513542e-01,7.005445493631443643e-01,4.999965217007709128e-01,4.999956983136000788e-01,4.999923826890549372e-01,5.000045487642595932e-01,4.999877561035082629e-01
9.167515047633832959e-01,0.000000000000000000e+00,4.999952339485800867e-01,5.000009755685769219e-01,4.999941149580269251e-01,5.000046523145054156e-01,4.999873023256407589e-01
8.337683042359493868e-01,1.002344036180612685e-01,4.999993006217112734e-01,5.000032540618807309e-01,4.999923809131897046e-01,5.000045227908206380e-01,4.999877847317281687e-01
9.167825350799724271e-01,9.082393915469506862e-02,5.000020928103688922e-01,5.000034677237921166e-01,4.999938954369287369e-01,5.000034268399123905e-01,4.999850321044170265e-01
1.666904785646101672e-01,5.009740124439316933e-01,5.000689941736996547e-01,5.000009310519240024e-01,4.999939739129073968e-01,5.000046520889240842e-01,4.999873254119973631e-01
4.176103636409176922e-01,2.007359170559459838e-01,5.000038778522315486e-01,5.000071944462005646e-01,4.999918468184404441e-01,5.000060745377987725e-01,4.999863239306283069e-01
7.499229903421110732e-01,6.667541132843156637e-01,4.999923239978393830e-01,5.000019808235512953e-01,4.999937415478987179e-01,5.000033336855337351e-01,4.999743945889061347e-01
1.000000000000000000e+00,3.335403510096027757e-01,5.000001189282323732e-01,4.999986491986078696e-01,4.999806499768696955e-01,5.000042392689172388e-01,4.999777968077447343e-01
1.000000000000000000e+00,9.163502185926685195e-01,5.000712380150155179e-01,5.000018955910736640e-01,4.999911785596549696e-01,5.000033234923612069e-01,4.999833716254415972e-01
1.669300558758804731e-01,6.733662806586137575e-04,5.000046016315634612e-01,5.000031517272462978e-01,4.999896215356710583e-01,5.000044824708606006e-01,4.999842565798694460e-01
8.331626180694745587e-01,1.000000000000000000e+00,4.999912277592673537e-01,5.000058249506329489e-01,4.999810382362229744e-01,5.000033242577248682e-01,4.999862616703921181e-01
